,Business ID,Total Check-Ins,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,Name,City,State,Category,Rating,Review Count
803,eZcCFV-8X91ZSnmB9807bw,233,22,21,22,17,27,19,30,21,15,21,14,4,The Cheesecake Factory,Las Vegas,NV, tradamerican desserts,3.5,864.0
804,eaNenRk_liZBERFFLCXqqQ,417,35,38,45,41,36,39,42,35,36,29,31,10,Hobak Korean BBQ,Las Vegas,NV, korean bbq,4.5,1948.0
805,ebEP_MZngIWKH0Ixobcqhg,225,14,11,24,8,21,19,30,20,23,27,20,8,Sunset Park,Las Vegas,NV, dog_parks discgolf fishing,4.0,285.0
806,ebTvBxSStI9Vf5Tpux_X3Q,593,63,43,68,56,50,46,52,52,48,48,53,14,The Orleans Hotel & Casino,Las Vegas,NV, hotels casinos,3.5,1244.0
807,eh127ASMZstrELE0K0XADw,259,27,23,25,21,16,22,17,29,28,18,26,7,Luke's Lobster Las Vegas,Las Vegas,NV, seafood,4.5,898.0
811,f1ZKauu7dCB6iplmKqplAQ,533,49,49,54,38,50,48,55,63,33,36,45,13,Hong Kong Garden Seafood & Dim Sum Cafe,Las Vegas,NV, seafood dimsum cantonese,3.5,516.0
812,f4x1YBxkLrZg652xt2KR5g,1235,87,115,119,99,108,110,131,121,105,99,110,31,Hash House A Go Go,Las Vegas,NV, newamerican breakfast_brunch,4.0,6969.0
814,f8IMQgRwo-8GP372MElDGQ,201,12,17,21,22,18,25,14,16,21,23,8,4,Plaza Hotel & Casino,Las Vegas,NV, hotels,2.5,1249.0
815,fAlKTsfsUF6A5iujEI2Z1w,464,17,26,31,53,39,53,66,48,47,25,37,22,Off The Strip at the LINQ,Las Vegas,NV, bars comfortfood tradamerican,4.0,952.0
816,fHM09_y3QX3n4a_bIFbk_w,337,30,14,27,26,45,33,39,30,28,28,25,12,Grand Lux Cafe,Las Vegas,NV, desserts tradamerican seafood,4.0,1382.0
817,fL-b760btOaGa85OJ9ut3w,375,33,35,42,34,53,30,40,37,22,19,23,7,Rollin Smoke Barbeque,Las Vegas,NV, bbq burgers soulfood,4.5,3313.0
818,fMDVw5GLRa4Is_qH-27Pdg,258,1,14,19,20,35,38,25,52,17,9,21,7,The Spa and Massage,Las Vegas,NV, massage massage_therapy spas,4.5,235.0
820,fQt4D34vcJNtEf8Q4zte3w,204,18,15,22,14,8,29,21,16,21,12,18,10,TAO Asian Bistro,Las Vegas,NV, asianfusion lounges,4.0,1807.0
821,fQt9QVAZM9PM0wFDdROvWw,242,22,24,32,28,19,20,25,14,15,11,24,8,Frankie's Tiki Room,Las Vegas,NV, tikibars,4.5,1027.0
824,faPVqws-x-5k2CQKDNtHxw,1214,94,100,134,111,112,115,127,113,92,78,93,45,Yardbird Southern Table & Bar,Las Vegas,NV, southern newamerican cocktailbars,4.5,4996.0
825,fbyYmI6VkWFBhYTreIqyTQ,286,42,33,48,36,33,32,20,13,11,10,6,2,Bbear Cafe,Las Vegas,NV, coffee icecream juicebars,4.0,80.0
826,fhoFsFK6TqJOEo30LtXeDA,481,51,29,46,32,49,57,58,59,32,20,33,15,The Halal Guys,Las Vegas,NV, halal mideastern hotdogs,3.5,630.0
827,fobFqG-4X6XhDsuW7rb85w,633,0,0,0,0,0,18,122,122,64,161,123,23,Flights Restaurant by Alex Hult - Las Vegas,Las Vegas,NV, newamerican seafood breakfast_brunch,4.0,367.0
828,fuW-VCynECpKukrm-9nxdg,743,110,99,118,90,52,24,41,76,44,34,44,11,Guy Fieri's El Burro Borracho,Las Vegas,NV, mexican,3.5,1181.0
829,fzrLcoVywMhMc_vjEigaDg,205,8,18,21,9,29,20,23,25,20,13,15,4,Sabor Latin Street Grill - South End,Charlotte,NC, latin mexican,4.0,51.0
830,g-Sa8wjQirDxAUszz9VeBA,278,0,0,0,0,0,0,57,38,70,51,46,16,Hello Kitty Cafe,Las Vegas,NV, desserts coffee themedcafes,4.5,230.0
831,g-ZseseezHTpF5eMfLrLgQ,522,54,59,63,53,40,50,46,35,35,31,45,11,LaPostté,Las Vegas,NV, coffee bakeries,4.5,245.0
832,g3t2AQQVT2tWD64Huu7xVA,203,9,8,13,24,20,15,34,26,17,17,16,4,Royal Ontario Museum,Toronto,ON, museums,4.0,319.0
833,g83WbX_recywc4DEIZ-xug,273,11,23,19,32,27,25,26,10,11,33,47,9,Neon Museum,Las Vegas,NV, museums,4.0,1371.0
834,g8OnV26ywJlZpezdBnOWUQ,275,16,28,33,18,22,32,35,18,28,21,18,6,Hash House A Go Go,Las Vegas,NV, newamerican breakfast_brunch,4.0,3495.0
835,gEeEpUAXI36N57nvCYJMxg,396,27,40,33,36,32,31,48,55,33,26,25,10,Planet Fitness,Las Vegas,NV, gyms,3.5,165.0
836,gG9z6zr_49LocyCTvSFg0w,260,28,19,25,19,19,21,27,27,20,27,21,7,Amélie's French Bakery & Café,Charlotte,NC, bakeries cafes cakeshop,4.0,1827.0
838,gOOfBSBZlffCkQ7dr7cpdw,324,20,37,39,33,25,23,33,21,28,26,31,8,Chica,Las Vegas,NV, latin breakfast_brunch cocktailbars,4.5,982.0
840,gRCEObNuHtI61xR32ytqNQ,386,22,20,38,41,27,49,36,51,35,25,35,7,Palace Station Hotel and Casino,Las Vegas,NV, hotels casinos,2.5,902.0
841,gTw6PENNGl68ZPUpYWP50A,316,49,40,37,19,25,28,23,28,19,19,23,6,Soyo Korean Barstaurant,Las Vegas,NV, korean bbq bars,4.0,1011.0
844,g_hUpwFOuGky2mpySTpY6w,262,18,27,39,16,19,20,14,30,26,14,29,10,La La Noodle - Temporarily Closed,Las Vegas,NV, panasian,4.0,299.0
845,gcouHCQrswvakJ6xSEKtFQ,229,14,29,21,20,28,19,15,23,21,22,12,5,Chick-fil-A,Las Vegas,NV, hotdogs,4.0,418.0
846,ghVhlFpNhfBwWDFGSlt2JA,1092,60,34,40,41,65,125,379,194,52,48,38,16,Sushi Neko,Las Vegas,NV, sushi,4.5,1209.0
847,gjzQoi1AkRxYRl8-dFGGPQ,330,28,26,28,29,30,30,32,36,23,30,32,6,Costco Wholesale,Las Vegas,NV, wholesale_stores,3.5,197.0
848,gkxcnkbrQfEWqyiOah0yoA,499,45,50,41,49,59,46,51,43,40,32,32,11,Mama Bird,Las Vegas,NV, southern breakfast_brunch smokehouse,4.5,1317.0
850,gn9cc6-VLuCClqkWCtNcpg,213,31,18,33,15,18,17,11,20,18,14,14,4,Mi Pueblo Mexican Grill,Charlotte,NC, mexican,3.5,114.0
851,gqcJHVFCPeBRGnDf8bFzMw,1119,66,98,97,61,99,141,120,153,92,83,76,33,Outback Steakhouse,Las Vegas,NV, steak italian seafood,3.5,379.0
853,gx2yPrOJSwF1ApJYdGBWIw,703,55,54,82,50,77,47,52,79,68,65,53,21,JINYA Ramen Bar,Las Vegas,NV, ramen tapasmallplates,4.0,1911.0
854,gy-HBIeJGlQHs4RRYDLuHw,1127,85,97,93,108,114,127,91,95,90,89,97,41,Town Square Las Vegas,Las Vegas,NV, shoppingcenters,4.0,599.0
856,h5a8aJ_Pd71JzUGFA-IaAg,272,22,26,21,22,22,18,24,25,43,25,17,7,Thai BBQ,Las Vegas,NV, thai,3.5,265.0
857,h7s4MRVvB726jWHCHiQ9kw,328,26,32,34,29,47,24,24,32,26,13,23,18,Texas de Brazil,Las Vegas,NV, steak brazilian venues,4.0,1053.0
860,hF1lFkVkhX55fZsy0Zj7Xg,246,2,8,27,24,35,47,29,38,13,15,5,3,Vegas Discount Nutrition Superstore,Las Vegas,NV, vitaminssupplements healthmarkets nutritionists,5.0,52.0
861,hIUKufhwR6Ifn7bi0-phLA,203,17,15,24,14,17,17,23,18,22,17,13,6,Baguette Cafe,Las Vegas,NV, coffee sandwiches breakfast_brunch,4.5,1317.0
864,hZAxcfDnLOkFY6G5ofI2RQ,243,29,36,25,31,21,14,8,23,12,26,16,2,Real Donuts,Las Vegas,NV, donuts coffee,4.5,270.0
865,hZDNYOfZnVp10pFsycr8rg,208,22,21,20,15,24,17,23,14,11,19,16,6,The Valley Thai Restaurant,Las Vegas,NV, thai,4.5,181.0
868,hgPpc-bi4jStmM2SI4nKwA,258,31,20,19,23,27,26,23,27,16,11,26,9,Pok Pok Wing,Las Vegas,NV, chicken_wings panasian,3.5,218.0
869,hgWMxKhrnOUd3m5nOUBIkA,696,62,59,65,79,87,74,81,64,58,33,23,11,Las Vegas Athletic Club,Las Vegas,NV, gyms,3.0,438.0
871,hihud--QRriCYZw1zZvW4g,8917,886,742,840,850,866,843,951,848,623,574,608,286,Gangnam Asian BBQ Dining,Las Vegas,NV, japanese korean bbq,4.5,3761.0
873,hpnFcRFzs3kg-qM1tPEg3g,216,7,8,11,16,18,17,20,15,40,21,32,11,Sapphire Gentlemen's Club,Las Vegas,NV, adultentertainment,2.5,713.0
874,hqvqLihniz0ynit9c36JHg,245,19,21,21,25,31,18,20,23,18,25,14,10,Biwon Korean BBQ & Sushi Restaurant,Las Vegas,NV, korean bbq sushi,4.0,951.0
875,hrhtWc8UcoZqYr2d7YPgEA,337,32,20,36,24,20,39,21,35,17,35,47,11,Tropicana Las Vegas - a DoubleTree by Hilton Hotel & Resort,Las Vegas,NV, hotels,3.0,1724.0
880,i9mqSffakkmhtR_iyBnhnQ,430,39,51,34,47,40,26,38,41,35,29,30,20,Garionban,Las Vegas,NV, korean soup bbq,4.0,158.0
882,iCQpiavjjPzJ5_3gPD5Ebg,1043,112,82,86,94,95,95,102,93,98,82,67,37,Secret Pizza,Las Vegas,NV, pizza,4.0,4914.0
883,iI3jcwudiZYMVUeRPy-DwQ,297,13,7,35,26,26,26,36,36,31,28,24,9,Zen Curry Express,Las Vegas,NV, japanese,4.0,328.0
884,iIiK3S_1Q6i3yenDyKAH3Q,255,25,25,15,13,32,34,32,18,11,18,20,12,EōS Fitness,Las Vegas,NV, gyms healthtrainers cardioclasses,3.5,170.0
885,iIwKW2cBAxjElE8eUzjwqA,264,17,26,23,28,30,22,20,30,27,16,16,9,Bobby's Burger Palace,Las Vegas,NV, burgers tradamerican salad,4.0,1561.0
887,iRwT2pBa87Y54q8nqfNAzw,631,38,43,49,57,65,55,101,46,60,42,62,13,Da Lat,Las Vegas,NV, vietnamese,4.0,567.0
889,if59L5DHM4pPMrCx9HuD8A,221,16,14,26,23,8,25,23,21,10,27,20,8,Main Street Station Casino Brewery Hotel,Las Vegas,NV, hotels casinos,3.5,465.0
890,igHYkXZMLAc9UdV5VnR_AA,483,52,50,64,36,45,42,28,39,38,33,45,11,Echo & Rig,Las Vegas,NV, steak butcher meats,4.5,3035.0
891,ii8sAGBexBOJoYRFafF9XQ,819,77,76,72,71,71,86,87,83,47,59,68,22,Paris Las Vegas - Temporarily Closed,Las Vegas,NV, hotels casinos,3.0,2925.0
894,isw3cS3hOKdKeBgi3lF3-A,219,20,19,38,15,33,22,17,15,14,11,12,3,Eureka! Discover American Craft,Las Vegas,NV, tradamerican breakfast_brunch cocktailbars,4.5,417.0
896,ixxLqsmRZWAF2Kkv9awPNA,273,38,16,23,21,24,21,42,39,13,15,15,6,HeadzUP Vegas,Las Vegas,NV, escapegames artmuseums teambuilding,4.5,293.0
898,j28T6ZuP1mLHe3m36COOpQ,213,15,24,15,18,29,11,15,27,8,17,23,11,Daan Go Cake Lab,Toronto,ON, desserts bakeries customcakes,4.0,255.0
899,j4F5LtyQ3_dKLJbIEkwFpQ,225,20,11,21,27,33,19,31,18,11,19,11,4,SkinnyFATS,Las Vegas,NV, newamerican breakfast_brunch,4.5,360.0
901,j7YBahlSm7jjAdd_oWYIBg,1030,106,86,103,84,107,95,91,101,75,76,84,22,Park MGM Las Vegas,Las Vegas,NV, hotels casinos,2.5,841.0
902,j8opwJ1ZM55hI3AMHT37MA,997,75,44,106,120,83,80,178,129,57,53,64,8,Marvel Avengers STATION,Las Vegas,NV, museums,3.5,681.0
907,jXyy2Vc-Dgp7QguQJSfnXw,212,26,23,17,18,13,23,21,15,17,15,17,7,Lazeez,Las Vegas,NV, indpak mediterranean halal,4.0,395.0
912,joKG-MSwMJdR_OFm4J1WTA,330,26,21,25,38,23,26,31,30,31,38,30,11,Le Thai 2,Las Vegas,NV, thai,4.0,130.0
913,jobP3ywRd3QNZ_GCoPG2DQ,329,22,19,23,27,43,40,38,32,19,31,28,7,Brenden Theatres,Las Vegas,NV, movietheaters,3.5,397.0
914,jxbEwtV8Et1lm8ubk4AGuw,293,15,22,22,10,27,30,22,27,28,52,32,6,Mimosas Gourmet,Las Vegas,NV, breakfast_brunch salad sandwiches,4.5,817.0
916,k-dDZvTeLysoJvjHI-qr9g,214,19,22,17,17,14,22,14,34,14,17,16,8,Feast Buffet,Las Vegas,NV, buffets,3.0,413.0
920,kNvukrzit0u-NfD6xvFMrQ,381,0,0,0,0,56,63,60,51,28,56,60,7,Sojo Ramen,Las Vegas,NV, ramen,5.0,258.0
921,kRgAf6j2y1eR0wOFdzFAuw,387,49,40,36,32,26,38,31,31,39,22,33,10,Firefly Tapas Kitchen & Bar,Las Vegas,NV, tapasmallplates tapas spanish,4.5,2153.0
923,khb_lj7jgCzi3akuxMyEdg,569,35,62,53,35,42,56,69,51,51,39,56,20,Urth Caffé,Las Vegas,NV, cafes coffee bakeries,4.0,344.0
924,kk9vGmlZNCdFuNC487YlBA,290,19,21,16,22,25,22,26,27,34,35,26,17,Clark County Regional Justice Center,Las Vegas,NV, courthouses,3.0,66.0
925,l3joBBpkq0ib11dKUpKMAw,255,15,22,14,15,26,32,37,15,19,8,34,18,Karaoke Q Studio,Las Vegas,NV, karaoke,4.5,797.0
927,lKq4Qsz13FDcAVgp49uukQ,372,21,37,26,33,32,41,36,33,22,25,38,28,Slice of Vegas,Las Vegas,NV, pizza bars italian,4.0,761.0
928,lOQPeguczAueJnLmDUTfGg,738,33,64,69,87,88,90,82,58,50,41,61,15,Bonito Michoacan,Las Vegas,NV, mexican,4.0,966.0
929,l_GV0hgEoTUf70uJVT0_hg,317,37,39,41,17,23,23,19,29,31,27,22,9,Eat.,Las Vegas,NV, newamerican breakfast_brunch,4.0,2558.0
930,laUfHtX3lervYx_i7buatg,802,0,0,0,0,3,59,49,58,103,196,241,93,Weera Thai Kitchen,Las Vegas,NV, thai desserts salad,4.0,196.0
936,lwxYmWqjmEZ0ukCsXC9Pfg,428,33,48,30,34,42,28,54,39,32,33,41,14,Giordanos - Las Vegas,Las Vegas,NV, salad italian pizza,4.0,1380.0
937,lxDWpwv4JK-veCYtLtwrEw,232,0,0,29,12,29,31,26,32,21,21,24,7,La Strega,Las Vegas,NV, italian pizza cocktailbars,4.5,265.0
938,m-xsH8VkcYtTTvp2Fa6Ajw,301,19,31,32,29,42,27,22,36,16,23,19,5,Pancho's,Las Vegas,NV, mexican breakfast_brunch,3.5,819.0
940,mB_cI1tCrNxxvr2e2myNrQ,250,18,19,27,15,24,30,28,31,25,14,10,9,Taco Bell Cantina,Las Vegas,NV, tacos breakfast_brunch,3.5,488.0
942,mC263CTDDRaeqg-pFju4Xw,1288,116,117,121,106,109,99,134,115,90,99,141,41,Brother's Pizza,Las Vegas,NV, pizza chicken_wings italian,4.5,552.0
943,mC39IrCp36QIVFRZIw9PTQ,326,23,38,29,21,31,31,44,36,21,21,20,11,Seoul Food Meat Company,Charlotte,NC, korean bbq beerbar,4.0,1185.0
944,mDR12Hafvr84ctpsV6YLag,649,69,54,63,54,45,59,63,55,51,64,54,18,Mr. Mamas Breakfast and Lunch,Las Vegas,NV, breakfast_brunch tradamerican burgers,4.5,3552.0
949,mU3vlAVzTxgmZUu6F4XixA,1359,154,103,157,107,110,115,133,99,99,90,134,58,Momofuku Las Vegas,Las Vegas,NV, newamerican asianfusion,4.0,2430.0
950,maI7TBB32kGuRkfxxA8s6A,363,35,29,27,33,32,29,36,36,32,31,29,14,Seattle's Best Coffee,Las Vegas,NV, coffee,3.0,43.0
951,mmbXj7CmjGbH-wR3j6cD0w,592,57,53,54,62,45,47,46,72,51,53,37,15,Sweet Tomatoes,Las Vegas,NV, buffets vegetarian salad,3.5,378.0
956,n8Zqqhff-2cxzWt_nwhU2Q,237,24,12,25,21,19,28,23,32,23,13,12,5,Public School 702,Las Vegas,NV, newamerican gastropubs bars,4.0,1387.0
957,n8aPlrfZdCcwRaBsP7zuBg,402,0,0,0,0,0,0,0,92,137,62,76,35,Myungrang Hot Dog,Las Vegas,NV, hotdog,4.5,231.0
959,nM9NwHXy3EadihjJTG2i5w,330,37,32,37,31,33,27,25,23,23,24,28,10,Pancho's Vegan Tacos,Las Vegas,NV, mexican vegan,4.5,740.0
960,nPBG-UbMHDMdcnW-HncZNA,873,70,80,111,96,75,91,62,74,97,58,41,18,Wing King,Las Vegas,NV, chicken_wings burgers pizza,4.0,673.0
961,nT16Y6AsJDwEpUB1JICKzg,220,5,10,21,22,27,18,45,29,19,10,11,3,St Lawrence Market,Toronto,ON, farmersmarket,4.5,567.0
962,nUpz0YiBsOK7ff9k3vUJ3A,327,23,21,29,42,23,36,23,33,25,33,26,13,Buddy V's Ristorante,Las Vegas,NV, italian tradamerican breakfast_brunch,4.0,2146.0
963,nVAJZ6BJ9PPlxDXn976R6A,313,23,23,32,19,33,26,31,32,28,31,23,12,In-N-Out Burger,Las Vegas,NV, hotdogs burgers,4.0,1168.0
964,nW85DZuwHN6v-d3l54BOsQ,477,69,53,56,69,51,40,29,42,40,28,0,0,Chatime,Las Vegas,NV, coffee bubbletea desserts,4.5,269.0
965,na4Th5DrNauOv-c43QQFvA,1650,176,160,167,180,115,137,146,110,114,109,158,78,Bellagio Hotel,Las Vegas,NV, hotels casinos resorts,3.5,3723.0
966,nbQH8MXjxqsDzHRNTZ8esQ,204,17,17,15,10,11,24,18,11,15,31,21,14,zuma,Las Vegas,NV, japanese sushi bars,4.0,495.0
968,nepZ1HPAgBqw0TgJWbSgOA,511,41,20,24,48,44,39,58,55,53,52,58,19,Sin City Smokers Barbecue and Catering,Las Vegas,NV, bbq,4.5,466.0
969,ngs16C2M_uTq2zXamltHVw,229,30,27,19,16,18,27,16,21,13,13,21,8,Jessie Raes BBQ,Las Vegas,NV, bbq,4.5,935.0
970,nizlIF4pl2_6zZkFITBApA,2606,29,202,247,217,250,235,251,285,318,267,233,72,Crumbl Cookies - Las Vegas,Las Vegas,NV, bakeries desserts icecream,4.5,510.0
972,nry8dee2hjMyY3odd0AUZw,271,74,53,14,9,14,23,26,15,8,5,25,5,Sawaddee Thai Restaurant,Las Vegas,NV, thai,4.5,366.0
975,o5eNRTaxoMUY2fprlT7wFg,355,20,114,56,45,27,17,24,14,17,13,8,0,Texas Meltz,Las Vegas,NV, sandwiches hotdogs bbq,4.5,241.0
976,o7AiTlyWUrBSzdz6oMHj5w,521,43,58,47,56,51,51,42,54,27,26,55,11,Excalibur Hotel,Las Vegas,NV, hotels casinos resorts,2.5,3318.0
981,oRbrnRAXGQetQDbkDhJp8w,380,42,44,23,36,32,34,41,30,32,34,27,5,North Italia,Las Vegas,NV, pizza italian breakfast_brunch,4.0,920.0
983,oUX2bYbqjqST-urKbOHG6w,215,28,12,22,29,16,18,26,16,18,11,15,4,Loftti Cafe,Las Vegas,NV, coffee juicebars shavedice,4.5,299.0
985,oXoVJ0xKv82cBo9U6oEjlQ,275,23,19,32,23,26,29,24,27,24,19,25,4,Chayo Mexican Kitchen + Tequila Bar,Las Vegas,NV, bars mexican breakfast_brunch,3.5,1967.0
986,ocLnCE2E29j-CoBQj1yaSA,251,10,15,25,42,33,16,23,24,20,20,21,2,Cafe Landwer,Toronto,ON, cafes breakfast_brunch mediterranean,4.0,313.0
987,odyYR1Bg2bqmp1kVlm8OYw,309,34,33,41,49,24,23,14,9,19,23,30,10,Red Rock Canyon,Las Vegas,NV, hiking rock_climbing mountainbiking,4.5,955.0
989,olmCDBoMF-EhN8U2livBSg,456,28,44,49,46,55,39,32,33,45,22,50,13,Freed's Bakery,Las Vegas,NV, bakeries desserts cupcakes,4.0,1230.0
992,osu1j_Lg8R9brpuMMn3a3A,238,24,34,26,14,16,27,14,24,13,17,24,5,Fogo de Chao Brazilian Steakhouse,Las Vegas,NV, brazilian steak,4.0,1380.0
994,owsVSnllxn994EpBR8ZFwQ,865,75,61,72,83,98,81,60,68,91,86,63,27,EōS Fitness,Las Vegas,NV, gyms healthtrainers cardioclasses,3.5,626.0
995,oxwGyA17NL6c5t1Etg5WgQ,206,19,24,15,21,19,20,9,16,15,20,22,6,Fry's Electronics,Las Vegas,NV, electronics mobilephones computers,2.5,589.0
997,ozEDKl0tZw5ob1evx41gcQ,354,38,32,46,36,23,35,28,29,17,24,31,15,Big Dog's Draft House,Las Vegas,NV, tradamerican breweries pizza,4.0,563.0
998,p0iEUamJVp_QpaheE-Nz_g,1163,107,93,122,101,97,94,97,103,105,93,110,41,"South Point Hotel, Casino & Spa",Las Vegas,NV, hotels casinos,3.5,1840.0
999,pH0BLkL4cbxKzu471VZnuA,447,58,24,60,24,40,32,51,36,39,31,36,16,SUSHISAMBA - Las Vegas,Las Vegas,NV, asianfusion bars sushi,4.0,2683.0
1000,pHJu8tj3sI8eC5aIHLFEfQ,291,35,22,22,19,17,23,34,29,25,29,21,15,Nora's Italian Cuisine,Las Vegas,NV, italian pizza bars,4.0,1825.0
1002,pRmb8_tAP5y4YPt_viL07g,204,20,17,17,13,18,17,16,24,18,16,20,8,Whole Foods Market,Las Vegas,NV, grocery organic_stores healthmarkets,3.5,310.0
1006,pezol8VxjOwRuQtz-GDiUw,1224,92,73,78,129,158,122,150,143,103,79,76,21,Eggscellent,Las Vegas,NV, breakfast_brunch burgers tradamerican,4.5,528.0
1008,poYsvuOmVDqF4dTnjJ780A,418,30,43,45,37,29,30,38,40,36,36,46,8,TIABI Coffee & Waffle Bar,Las Vegas,NV, desserts coffee cafes,4.5,1180.0
1009,ppobG2P-YmqTPy0s4MTRtA,405,26,22,29,19,36,37,48,46,44,48,43,7,The Smashed Pig Gastropub,Las Vegas,NV, gastropubs newamerican tradamerican,4.5,627.0
1011,pwdZMC9Q2QH2uNbUj3NDeA,318,40,39,23,32,41,20,26,27,31,17,22,0,Shinya Maru Ramen & Izakaya,Las Vegas,NV, ramen izakaya,4.0,280.0
1012,px_BoTnajsldEWCHioDczA,488,0,0,0,2,188,83,59,43,41,27,35,10,Happy Lemon,Las Vegas,NV, bubbletea juicebars tea,4.0,143.0
1013,pyqnGlIfP9Zw8LLxBjyAiA,299,37,26,24,26,22,28,34,22,27,16,26,11,Nobu Restaurant - Temporarily Closed,Las Vegas,NV, japanese sushi seafood,4.0,1254.0
1016,q18xbq3Cbyp_BJyfMQxFxg,279,23,17,30,25,25,32,34,14,15,25,32,7,M&M's World,Las Vegas,NV, chocolate candy,4.0,933.0
1018,q3IEuy9YPsHh0hpqX1HJZw,349,0,4,21,18,18,16,8,74,86,86,17,1,Sushi Zone,Las Vegas,NV, sushi,4.5,162.0
1019,q3YnYPjLuBGRDi_59yTC5g,316,38,35,31,28,18,23,29,19,31,31,21,12,Sidestreet Pho and Grill,Las Vegas,NV, vietnamese,4.0,715.0
1020,q3dJQtwZQrrurNT-1bNKgQ,407,42,44,35,52,32,37,27,31,31,37,28,11,Capo's Restaurant & Speakeasy,Las Vegas,NV, italian steak speakeasies,4.0,1701.0
1021,q3oJ6bNRV3OoJrwc95GOwg,435,38,36,49,28,54,39,50,32,31,39,26,13,Dirt Dog - Las Vegas,Las Vegas,NV, hotdog,4.5,1808.0
1022,qNU4Aw0cjyOyhT6QkEraEA,208,15,22,14,16,15,15,24,25,17,20,15,10,Smog Busters,Las Vegas,NV, smog_check_stations,4.5,74.0
1024,qRymrsLmlA34bC8PvNoujg,209,15,15,14,23,31,20,13,21,18,25,11,3,Market Grille Cafe,Las Vegas,NV, greek mediterranean italian,4.0,705.0
1025,qVO3l9Q0-KVQE7W9JL9ePw,265,24,24,24,18,20,16,25,22,28,28,24,12,Greenland Supermarket,Las Vegas,NV, intlgrocery,4.0,358.0
1026,qXXVNNf8QU6UghJJGpo7uA,215,25,27,17,16,10,21,22,30,13,13,13,8,Purrfect Auto Service,Las Vegas,NV, autorepair oilchange smog_check_stations,3.5,208.0
1030,qjnJFZtsY_nfRzoL3J_UWQ,778,56,71,74,82,60,73,69,66,64,72,66,25,New York New York Hotel & Casino,Las Vegas,NV, hotels casinos resorts,3.0,2312.0
1031,qkyCuFJF2Uboh6n2Lmuwlg,251,26,18,24,21,28,18,25,19,20,25,18,9,Lee's Sandwiches,Las Vegas,NV, sandwiches coffee vietnamese,3.0,821.0
1033,rHsZF5FLJU3d_-Qh-2odRQ,239,28,29,31,9,31,34,23,10,13,17,11,3,Aliante Dental,Las Vegas,NV, generaldentistry,3.5,229.0
1034,rJgyGHHKbl2n5IoYsboZUw,518,31,24,17,26,90,99,32,33,46,73,30,17,Ramen Arashi,Las Vegas,NV, ramen,4.5,216.0
1035,rTZVcJZ8G80i6NjLw0SW8Q,386,27,25,53,28,25,35,41,39,32,34,31,16,Silverton Casino,Las Vegas,NV, hotels casinos,3.0,653.0
1036,rXwU4v7pR1w1jrBIYWgy8Q,347,42,47,39,34,22,32,33,25,27,22,20,4,Hanu Korean BBQ,Las Vegas,NV, korean bbq,4.5,508.0
1037,rZDi46tdwQoSAmxU50xiQQ,271,12,17,24,31,20,23,35,36,24,18,27,4,Santa Fe Station Hotel and Casino,Las Vegas,NV, hotels casinos,2.5,349.0
1038,rZpESBojl8dTTWp6EwlEBQ,309,17,20,43,43,29,33,25,24,27,28,13,7,The Waterman Fish Bar,Charlotte,NC, seafood,4.0,349.0
1040,rbcfYmJtqwIkk17IeOI5Kw,274,28,28,23,27,21,24,29,28,21,16,18,11,BARDOT Brasserie - Temporarily Closed,Las Vegas,NV, french brasseries steak,4.0,1175.0
1041,rcaPajgKOJC2vo_l3xa42A,497,42,42,48,44,46,35,43,29,52,51,45,20,Bouchon,Las Vegas,NV, french breakfast_brunch cocktailbars,4.0,4204.0
1042,rdE9gg0WB7Z8kRytIMSapg,498,52,44,52,52,41,39,42,34,45,37,51,9,Lazy Dog Restaurant & Bar,Las Vegas,NV, newamerican comfortfood burgers,4.5,1572.0
1045,rioQ_p2pILNbJ4Xp5jW6-Q,326,32,30,46,31,27,30,27,19,17,25,35,7,Downtown Container Park,Las Vegas,NV, shoppingcenters,4.0,892.0
1047,rkH_CkTZBKOv2q0kAq5M_A,411,50,34,26,18,25,38,33,31,40,38,36,42,House of Blues Restaurant & Bar,Las Vegas,NV, newamerican burgers bbq,4.0,405.0
1048,rmRqq0CEqEeoVu3DVnibjw,366,31,37,40,40,16,19,23,33,49,29,32,17,Luxury Thai Spa Massage,Las Vegas,NV, spas massage skincare,4.5,444.0
1051,rqWIntPaV8TpJvgT6H9UNw,537,60,46,72,47,61,43,43,50,35,31,44,5,Kung Fu Tea,Las Vegas,NV, bubbletea coffee juicebars,4.0,317.0
1052,s7WZTJQxs5MR9HSHQyg7rw,799,21,55,61,61,65,59,41,93,95,112,107,29,McCarran International Airport Terminal 1 - D,Las Vegas,NV, airportterminals,3.0,86.0
1054,sAZGdlYTp41UWEjHdeZrWg,612,42,81,85,65,65,52,39,47,36,48,37,15,Cheba Hut Toasted Subs,Las Vegas,NV, sandwiches beer_and_wine catering,4.5,369.0
1055,sCcTxcxzcVHKVHt29BM6LQ,604,0,0,6,44,55,32,22,64,297,35,29,20,88 Noodle Papa,Las Vegas,NV, hkcafe noodles soup,4.5,154.0
1056,sH3UsolKjik01u0HlQ9_0Q,259,21,31,26,17,22,27,25,25,21,20,14,10,Three Amigos Mexican Restaurant and Cantina,Charlotte,NC, mexican,4.0,491.0
